NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TNFAIP1	1	TNFAIP1	
TTC29	1	TTC29	
USE1	1	USE1	
TTC27	1	TTC27	
TTC28	1	TTC28	
FYCO1	1	FYCO1	
LYL1	1	LYL1	
CYTIP	1	CYTIP	
TTC36	1	TTC36	
TTC37	1	TTC37	
TTC34	1	TTC34	
NUP133	1	NUP133	
TTC32	1	TTC32	
OLIG3	1	OLIG3	
TTC33	1	TTC33	
TTC31	1	TTC31	
SHROOM3	1	SHROOM3	
OLIG1	1	OLIG1	
SHROOM1	1	SHROOM1	
OLIG2	1	OLIG2	
SYNGR3	1	SYNGR3	
SYNGR4	1	SYNGR4	
TTC38	1	TTC38	
DYNAP	1	DYNAP	
OXLD1	1	OXLD1	
SLC3A1	1	SLC3A1	
SLC3A2	1	SLC3A2	
CAND2	1	CAND2	
CYTH3	1	CYTH3	
POLD3	1	POLD3	
POLD4	1	POLD4	
CYTH2	1	CYTH2	
CAND1	1	CAND1	
CYTH4	1	CYTH4	
POLD1	1	POLD1	
POLD2	1	POLD2	
CYTH1	1	CYTH1	
TTC14	1	TTC14	
TIMM8B	1	TIMM8B	
TTC12	1	TTC12	
TTC13	1	TTC13	
TPBG	1	TPBG	
USF3	1	USF3	
TTC19	1	TTC19	
USF2	1	USF2	
USF1	1	USF1	
TTC16	1	TTC16	
TTC17	1	TTC17	
POLE4	1	POLE4	
SMUG1	1	SMUG1	
OPN1SW	1	OPN1SW	
POLE2	1	POLE2	
POLE3	1	POLE3	
SARDH	1	SARDH	
GPD1L	1	GPD1L	
PRSS1	1	PRSS1	
WIPF1	1	WIPF1	
WIPF2	1	WIPF2	
WIPF3	1	WIPF3	
SMC5	1	SMC5	
NPIPB11	1	NPIPB11	
SLC4A1	1	SLC4A1	
SMC6	1	SMC6	
SLC4A2	1	SLC4A2	
SLC4A3	1	SLC4A3	
SMC3	1	SMC3	
SMC4	1	SMC4	
SLC4A4	1	SLC4A4	
SLC4A5	1	SLC4A5	
NPIPB15	1	NPIPB15	
SMC2	1	SMC2	
GJA1	1	GJA1	
EVA1A	1	EVA1A	
GJA3	1	GJA3	
EVA1B	1	EVA1B	
ZMIZ1	1	ZMIZ1	
GJA5	1	GJA5	
ZMIZ2	1	ZMIZ2	
EVA1C	1	EVA1C	
GJA4	1	GJA4	
NAMPT	1	NAMPT	
GJA9	1	GJA9	
PXDC1	1	PXDC1	
GJA8	1	GJA8	
PRSS8	1	PRSS8	
PRSS3	1	PRSS3	
NUP214	1	NUP214	
RSPH6A	1	RSPH6A	
NUP210	1	NUP210	
ARMC9	1	ARMC9	
ARMC7	1	ARMC7	
ARMC8	1	ARMC8	
ARMC1	1	ARMC1	
ARMC2	1	ARMC2	
DEPDC1B	1	DEPDC1B	
ADCY9	1	ADCY9	
ARMC5	1	ARMC5	
ARMC6	1	ARMC6	
ARMC3	1	ARMC3	
ARMC4	1	ARMC4	
HMBS	1	HMBS	
LIPT2	1	LIPT2	
LIPT1	1	LIPT1	
TPH2	1	TPH2	
NUP205	1	NUP205	
TPH1	1	TPH1	
OR13J1	1	OR13J1	
ARPP19	1	ARPP19	
SAMSN1	1	SAMSN1	
NUGGC	1	NUGGC	
PLAC8	1	PLAC8	
GJC1	1	GJC1	
FAM171A1	1	FAM171A1	
PLAC9	1	PLAC9	
NCSTN	1	NCSTN	
GJC3	1	GJC3	
FAM171A2	1	FAM171A2	
GJC2	1	GJC2	
POM121C	1	POM121C	
FDFT1	1	FDFT1	
SMCP	1	SMCP	
ARPP21	1	ARPP21	
POU6F2	1	POU6F2	
POU6F1	1	POU6F1	
GJB2	1	GJB2	
GJB4	1	GJB4	
GJB3	1	GJB3	
GJB6	1	GJB6	
GJB5	1	GJB5	
GJB7	1	GJB7	
REC114	1	REC114	
SMG1	1	SMG1	
SMG9	1	SMG9	
SMG7	1	SMG7	
LYST	1	LYST	
SMG8	1	SMG8	
SMG5	1	SMG5	
GJE1	1	GJE1	
SMG6	1	SMG6	
TPI1	1	TPI1	
MSGN1	1	MSGN1	
CDYL2	1	CDYL2	
GJD2	1	GJD2	
GJD4	1	GJD4	
GJD3	1	GJD3	
MYZAP	1	MYZAP	
USO1	1	USO1	
ADCY4	1	ADCY4	
ADCY3	1	ADCY3	
ADCY2	1	ADCY2	
ADCY1	1	ADCY1	
ADCY8	1	ADCY8	
SPTY2D1	1	SPTY2D1	
ADCY7	1	ADCY7	
ADCY6	1	ADCY6	
ADCY5	1	ADCY5	
FGD2	1	FGD2	
FGD3	1	FGD3	
FGD4	1	FGD4	
ARFRP1	1	ARFRP1	
FGD5	1	FGD5	
FGD6	1	FGD6	
SLC17A9	1	SLC17A9	
GPAT4	1	GPAT4	
USP1	1	USP1	
SLC17A5	1	SLC17A5	
ASPDH	1	ASPDH	
PCGF1	1	PCGF1	
SLC17A6	1	SLC17A6	
GPAT3	1	GPAT3	
SLC17A7	1	SLC17A7	
GPAT2	1	GPAT2	
SLC17A8	1	SLC17A8	
SLC17A1	1	SLC17A1	
SLC17A2	1	SLC17A2	
SLC17A3	1	SLC17A3	
SLC17A4	1	SLC17A4	
RSPH4A	1	RSPH4A	
PCGF6	1	PCGF6	
NOXRED1	1	NOXRED1	
KIDINS220	1	KIDINS220	
TPK1	1	TPK1	
PCGF5	1	PCGF5	
PCGF2	1	PCGF2	
PCGF3	1	PCGF3	
SYVN1	1	SYVN1	
AGMAT	1	AGMAT	
JKAMP	1	JKAMP	
PCYOX1L	1	PCYOX1L	
MRE11	1	MRE11A	
TPMT	1	TPMT	
TMEM179B	1	TMEM179B	
FGF1	1	FGF1	
FGF2	1	FGF2	
IPO7	1	IPO7	
NDUFC2-KCTD14	1	NDUFC2-KCTD14	
FGF3	1	FGF3	
IPO4	1	IPO4	
FGF4	1	FGF4	
IPO5	1	IPO5	
EDC3	1	EDC3	
FGF5	1	FGF5	
RIMS2	1	RIMS2	
EDC4	1	EDC4	
RIMS1	1	RIMS1	
FGF6	1	FGF6	
NPEPPS	1	NPEPPS	
IPO8	1	IPO8	
FGF7	1	FGF7	
RIMS4	1	RIMS4	
RIMS3	1	RIMS3	
IPO9	1	IPO9	
FGF8	1	FGF8	
FGF9	1	FGF9	
OR13D1	1	OR13D1	
CSGALNACT1	1	CSGALNACT1	
USP8	1	USP8	
USP7	1	USP7	
USP6	1	USP6	
TMEM178B	1	TMEM178B	
USP5	1	USP5	
TPM4	1	TPM4	
TPM3	1	TPM3	
TMEM178A	1	TMEM178A	
USP4	1	USP4	
MAMSTR	1	MAMSTR	
TPM2	1	TPM2	
SWAP70	1	SWAP70	
USP3	1	USP3	
CSGALNACT2	1	CSGALNACT2	
IPMK	1	IPMK	
USP2	1	USP2	
TPM1	1	TPM1	
DYRK1A	1	DYRK1A	
DYRK1B	1	DYRK1B	
CHD1L	1	CHD1L	
EDAR	1	EDAR	
PYGO1	1	PYGO1	
PYGO2	1	PYGO2	
OR13C9	1	OR13C9	
OR13C8	1	OR13C8	
ZNF799	1	ZNF799	
OR13C3	1	OR13C3	
OR13C2	1	OR13C2	
OR13C5	1	OR13C5	
OR13C4	1	OR13C4	
IPPK	1	IPPK	
ZNF793	1	ZNF793	
RTN4R	1	RTN4R	
ZNF792	1	ZNF792	
ZNF791	1	ZNF791	
ZNF790	1	ZNF790	
GLT8D1	1	GLT8D1	
GLT8D2	1	GLT8D2	
HMMR	1	HMMR	
FGGY	1	FGGY	
SMN2	1	SMN2	
ZNF789	1	ZNF789	
TPPP	1	TPPP	
SMN1	1	SMN1	
ZNF787	1	ZNF787	
ZNF786	1	ZNF786	
ZNF785	1	ZNF785	
ZNF784	1	ZNF784	
ZNF783	1	ZNF783	
ZNF782	1	ZNF782	
AKIRIN2	1	AKIRIN2	
ZNF781	1	ZNF781	
AKIRIN1	1	AKIRIN1	
SLC4A10	1	SLC4A10	
SLC4A11	1	SLC4A11	
PXDNL	1	PXDNL	
DAB2	1	DAB2	
DAB1	1	DAB1	
PDCL	1	PDCL	
TPP2	1	TPP2	
ZNF778	1	ZNF778	
ZNF777	1	ZNF777	
TPP1	1	TPP1	
ZNF776	1	ZNF776	
ZNF775	1	ZNF775	
OR13A1	1	OR13A1	
ZNF774	1	ZNF774	
ZNF773	1	ZNF773	
ZNF772	1	ZNF772	
ZNF771	1	ZNF771	
ZNF770	1	ZNF770	
UFSP2	1	UFSP2	
KIAA0100	1	KIAA0100	
UFSP1	1	UFSP1	
ZNF768	1	ZNF768	
OR8D4	1	OR8D4	
ZNF766	1	ZNF766	
ZNF765	1	ZNF765	
TNPO1	1	TNPO1	
ZNF764	1	ZNF764	
OR8D1	1	OR8D1	
ZNF763	1	ZNF763	
TNPO2	1	TNPO2	
TNPO3	1	TNPO3	
PAAF1	1	PAAF1	
ILKAP	1	ILKAP	
TPRN	1	TPRN	
ZNF761	1	ZNF761	
OR6C70	1	OR6C70	
OR6C76	1	OR6C76	
OR6C75	1	OR6C75	
OR13G1	1	OR13G1	
OR6C74	1	OR6C74	
CTDSPL	1	CTDSPL	
EDF1	1	EDF1	
WIPI1	1	WIPI1	
WIPI2	1	WIPI2	
ZNF75A	1	ZNF75A	
NPEPL1	1	NPEPL1	
CTDSP1	1	CTDSP1	
DAD1	1	DAD1	
CTDSP2	1	CTDSP2	
ZNF750	1	ZNF750	
OR6C65	1	OR6C65	
PLAG1	1	PLAG1	
FGL1	1	FGL1	
FGL2	1	FGL2	
TPTE	1	TPTE	
PDHB	1	PDHB	
OR8B8	1	OR8B8	
ZNF749	1	ZNF749	
ZNF747	1	ZNF747	
ZNF746	1	ZNF746	
OR13F1	1	OR13F1	
OR8B3	1	OR8B3	
OR6C68	1	OR6C68	
OR8B2	1	OR8B2	
ZNF740	1	ZNF740	
SMOX	1	SMOX	
MFAP5	1	MFAP5	
MFAP4	1	MFAP4	
MFAP1	1	MFAP1	
ZNF738	1	ZNF738	
MFAP3	1	MFAP3	
ZNF737	1	ZNF737	
MFAP2	1	MFAP2	
ZNF736	1	ZNF736	
ZNF735	1	ZNF735	
OR8A1	1	OR8A1	
ZNF732	1	ZNF732	
ZACN	1	ZACN	
ZNF730	1	ZNF730	
TPT1	1	TPT1	
UMODL1	1	UMODL1	
OR8I2	1	OR8I2	
TMEM183A	1	TMEM183A	
PDCD2L	1	PDCD2L	
PABPN1L	1	PABPN1L	
TIAL1	1	TIAL1	
ZNF846	1	ZNF846	
DAG1	1	DAG1	
PDK4	1	PDK4	
ZNF845	1	ZNF845	
ZNF844	1	ZNF844	
ZNF843	1	ZNF843	
ZNF841	1	ZNF841	
BRICD5	1	BRICD5	
PDK2	1	PDK2	
PDK1	1	PDK1	
OR8H3	1	OR8H3	
OR8H2	1	OR8H2	
PDHX	1	PDHX	
OR8H1	1	OR8H1	
SLC51A	1	SLC51A	
SLC51B	1	SLC51B	
TIAM2	1	TIAM2	
TIAM1	1	TIAM1	
ZNF839	1	ZNF839	
ZNF837	1	ZNF837	
ZNF836	1	ZNF836	
HMSD	1	HMSD	
HSBP1L1	1	HSBP1L1	
ZNF835	1	ZNF835	
GINM1	1	GINM1	
ZNF831	1	ZNF831	
OR8G5	1	OR8G5	
ZNF830	1	ZNF830	
TMEM185B	1	TMEM185B	
OR8G1	1	OR8G1	
STXBP3	1	STXBP3	
STXBP4	1	STXBP4	
STXBP1	1	STXBP1	
STXBP2	1	STXBP2	
GSKIP	1	GSKIP	
RPAP1	1	RPAP1	
RPAP2	1	RPAP2	
RPAP3	1	RPAP3	
CD79B	1	CD79B	
CD79A	1	CD79A	
ZNF829	1	ZNF829	
ZNF827	1	ZNF827	
PDCD11	1	PDCD11	
PDCD10	1	PDCD10	
ZNF823	1	ZNF823	
STXBP5	1	STXBP5	
ZNF821	1	ZNF821	
STXBP6	1	STXBP6	
TMEM184A	1	TMEM184A	
TMEM184C	1	TMEM184C	
TMEM184B	1	TMEM184B	
SMU1	1	SMU1	
TPX2	1	TPX2	
SMTN	1	SMTN	
ADCK2	1	ADCK2	
ZNF816	1	ZNF816	
ADCK1	1	ADCK1	
ZNF814	1	ZNF814	
ZNF813	1	ZNF813	
ADCK5	1	ADCK5	
DCP1A	1	DCP1A	
DCP1B	1	DCP1B	
RPAIN	1	RPAIN	
C2CD6	1	ALS2CR11	
HMX3	1	HMX3	
C2CD5	1	C2CD5	
ZCCHC10	1	ZCCHC10	
C2CD3	1	C2CD3	
C2CD2	1	C2CD2	
ZCCHC17	1	ZCCHC17	
ZCCHC14	1	ZCCHC14	
ZNF808	1	ZNF808	
ZNF805	1	ZNF805	
ZNF800	1	ZNF800	
ZCCHC24	1	ZCCHC24	
EDN1	1	EDN1	
EDN2	1	EDN2	
EDN3	1	EDN3	
PDCD1LG2	1	PDCD1LG2	
PPHLN1	1	PPHLN1	
CYP7B1	1	CYP7B1	
VWA8	1	VWA8	
MATN1	1	MATN1	
VWA1	1	VWA1	
VWA2	1	VWA2	
ACTRT2	1	ACTRT2	
ACTRT3	1	ACTRT3	
MATN4	1	MATN4	
MATN3	1	MATN3	
HMX2	1	HMX2	
HMX1	1	HMX1	
VWA7	1	VWA7	
MATN2	1	MATN2	
OR8K5	1	OR8K5	
OR8K1	1	OR8K1	
VWCE	1	VWCE	
CYP7A1	1	CYP7A1	
CHRAC1	1	CHRAC1	
PDPR	1	PDPR	
TIAF1	1	TIAF1	
PDPN	1	PDPN	
CDRT15L2	1	CDRT15L2	
TRAM1L1	1	TRAM1L1	
GINS1	1	GINS1	
OR8J3	1	OR8J3	
GINS2	1	GINS2	
OR8J1	1	OR8J1	
GINS3	1	GINS3	
GINS4	1	GINS4	
GRHL3	1	GRHL3	
GRHL1	1	GRHL1	
GRHL2	1	GRHL2	
PDP1	1	PDP1	
MPHOSPH9	1	MPHOSPH9	
PDP2	1	PDP2	
TRIML2	1	TRIML2	
VWC2	1	VWC2	
F2RL1	1	F2RL1	
TRIML1	1	TRIML1	
MPHOSPH8	1	MPHOSPH8	
F2RL2	1	F2RL2	
MPHOSPH6	1	MPHOSPH6	
F2RL3	1	F2RL3	
ZWILCH	1	ZWILCH	
LZIC	1	LZIC	
DEUP1	1	CCDC67	
MARCHF10	1	MARCH10	
MARCHF11	1	MARCH11	
CCDC28B	1	CCDC28B	
CCDC28A	1	CCDC28A	
DAOA	1	DAOA	
MIR150	1	hsa-mir-150	
AZI2	1	AZI2	
MKRN2OS	1	MKRN2OS	
RALBP1	1	RALBP1	
VWDE	1	VWDE	
SRARP	1	C1orf64	
MATR3	1	MATR3	
PRTN3	1	PRTN3	
DAP3	1	DAP3	
STEAP1B	1	STEAP1B	
TCTEX1D1	1	TCTEX1D1	
TCTEX1D2	1	TCTEX1D2	
TCTEX1D4	1	TCTEX1D4	
PMAIP1	1	PMAIP1	
SPECC1	1	SPECC1	
TSGA10	1	TSGA10	
GRHPR	1	GRHPR	
CORO7-PAM16	1	CORO7-PAM16	
TSGA13	1	TSGA13	
TGIF2-RAB5IF	1	TGIF2-C20orf24	
MRFAP1L1	1	MRFAP1L1	
OR11H12	1	OR11H12	
RABEPK	1	RABEPK	
OR8U1	1	OR8U1	
OASL	1	OASL	
LRRTM3	1	LRRTM3	
LRRTM4	1	LRRTM4	
LRRTM1	1	LRRTM1	
FAM86B2	1	FAM86B2	
TOP1MT	1	TOP1MT	
LRRTM2	1	LRRTM2	
IQCE	1	IQCE	
PLAUR	1	PLAUR	
FAM86B1	1	FAM86B1	
IQCC	1	IQCC	
IQCD	1	IQCD	
IQCJ	1	IQCJ	
UTF1	1	UTF1	
IQCG	1	IQCG	
ZAR1	1	ZAR1	
IQCH	1	IQCH	
SUPV3L1	1	SUPV3L1	
ALDH1A3	1	ALDH1A3	
IQCN	1	KIAA1683	
IQCK	1	IQCK	
RABEP1	1	RABEP1	
OAS1	1	OAS1	
RABEP2	1	RABEP2	
THRAP3	1	THRAP3	
OAS2	1	OAS2	
OAS3	1	OAS3	
ALDH1A2	1	ALDH1A2	
ALDH1A1	1	ALDH1A1	
PDXK	1	PDXK	
PDXP	1	PDXP	
OR8S1	1	OR8S1	
ERICH5	1	ERICH5	
ERICH6	1	ERICH6	
OGFRL1	1	OGFRL1	
ERICH1	1	ERICH1	
ALDH1B1	1	ALDH1B1	
ERICH2	1	ERICH2	
ERICH3	1	ERICH3	
ERICH4	1	ERICH4	
SNCG	1	SNCG	
SNCB	1	SNCB	
LURAP1	1	LURAP1	
S100PBP	1	S100PBP	
SNCA	1	SNCA	
DAW1	1	DAW1	
PDX1	1	PDX1	
SLC4A7	1	SLC4A7	
SLC4A8	1	SLC4A8	
SLC4A9	1	SLC4A9	
DAXX	1	DAXX	
PDYN	1	PDYN	
SND1	1	SND1	
SLC5A6	1	SLC5A6	
SLC5A7	1	SLC5A7	
SLC5A8	1	SLC5A8	
SLC5A9	1	SLC5A9	
TBPL2	1	TBPL2	
PADI3	1	PADI3	
PADI2	1	PADI2	
TBPL1	1	TBPL1	
PADI4	1	PADI4	
PADI1	1	PADI1	
MTMR2	1	MTMR2	
MTMR3	1	MTMR3	
MEAF6	1	MEAF6	
PADI6	1	PADI6	
MTMR9	1	MTMR9	
SLC5A1	1	SLC5A1	
SLC5A2	1	SLC5A2	
MTMR4	1	MTMR4	
OAZ1	1	OAZ1	
SLC5A3	1	SLC5A3	
MTMR6	1	MTMR6	
OAZ2	1	OAZ2	
SLC5A4	1	SLC5A4	
OAZ3	1	OAZ3	
MTMR7	1	MTMR7	
SLC5A5	1	SLC5A5	
HMGXB4	1	HMGXB4	
OR10D3	1	OR10D3	
HMGXB3	1	HMGXB3	
PROSER3	1	PROSER3	
B3GALNT2	1	B3GALNT2	
B3GALNT1	1	B3GALNT1	
NAPSA	1	NAPSA	
ERLIN1	1	ERLIN1	
ERLIN2	1	ERLIN2	
SNF8	1	SNF8	
AZU1	1	AZU1	
MLLT11	1	MLLT11	
DAZL	1	DAZL	
MLLT10	1	MLLT10	
SASS6	1	SASS6	
NAPEPLD	1	NAPEPLD	
OR10J1	1	OR10J1	
OR10J3	1	OR10J3	
OR10J5	1	OR10J5	
PRR23D1	1	PRR23D1	
PRR23D2	1	PRR23D2	
LITAF	1	LITAF	
TRIOBP	1	TRIOBP	
EEA1	1	EEA1	
FGFBP3	1	FGFBP3	
ELOVL1	1	ELOVL1	
FGFBP1	1	FGFBP1	
FGFBP2	1	FGFBP2	
ELOVL4	1	ELOVL4	
RIPK3	1	RIPK3	
ELOVL5	1	ELOVL5	
RIPK2	1	RIPK2	
OPALIN	1	OPALIN	
ELOVL2	1	ELOVL2	
ELOVL3	1	ELOVL3	
RIPK4	1	RIPK4	
VWA5A	1	VWA5A	
ELOVL6	1	ELOVL6	
ELOVL7	1	ELOVL7	
POU5F1	1	POU5F1	
SUMF2	1	SUMF2	
SUMF1	1	SUMF1	
POU5F2	1	POU5F2	
SLC29A4	1	SLC29A4	
SLC29A1	1	SLC29A1	
SLC29A3	1	SLC29A3	
SLC29A2	1	SLC29A2	
OR10H1	1	OR10H1	
OR10H3	1	OR10H3	
OR10H2	1	OR10H2	
OR10H5	1	OR10H5	
OR10H4	1	OR10H4	
FSTL1	1	FSTL1	
FSTL4	1	FSTL4	
FSTL3	1	FSTL3	
RECQL4	1	RECQL4	
FSTL5	1	FSTL5	
RECQL5	1	RECQL5	
CARNS1	1	CARNS1	
P2RY12	1	P2RY12	
P2RY13	1	P2RY13	
UTP6	1	UTP6	
SLC16A1	1	SLC16A1	
P2RY11	1	P2RY11	
OR10G2	1	OR10G2	
UTP4	1	CIRH1A	
UTP3	1	UTP3	
P2RY14	1	P2RY14	
OR10G4	1	OR10G4	
OR10G3	1	OR10G3	
YLPM1	1	YLPM1	
MEAK7	1	TLDC1	
VWA3A	1	VWA3A	
VWA3B	1	VWA3B	
OR10G6	1	OR10G6	
OR10G8	1	OR10G8	
OR10G7	1	OR10G7	
ZNF699	1	ZNF699	
ZNF697	1	ZNF697	
OR10G9	1	OR10G9	
ZNF696	1	ZNF696	
ZNF695	1	ZNF695	
PECR	1	PECR	
ZNF692	1	ZNF692	
ZNF691	1	ZNF691	
CSE1L	1	CSE1L	
STK19	1	STK19	
HNMT	1	HNMT	
STK10	1	STK10	
STK11	1	STK11	
STK16	1	STK16	
KPNA6	1	KPNA6	
SLC16A6	1	SLC16A6	
KPNA7	1	KPNA7	
SLC16A7	1	SLC16A7	
KPNA4	1	KPNA4	
ZNF689	1	ZNF689	
SLC16A8	1	SLC16A8	
KPNA5	1	KPNA5	
SLC16A9	1	SLC16A9	
ZNF688	1	ZNF688	
ZNF687	1	ZNF687	
KPNA2	1	KPNA2	
KPNA3	1	KPNA3	
SLC16A3	1	SLC16A3	
SLC16A4	1	SLC16A4	
ZNF684	1	ZNF684	
KPNA1	1	KPNA1	
SLC16A5	1	SLC16A5	
ZNF683	1	ZNF683	
ZNF682	1	ZNF682	
ZNF681	1	ZNF681	
ZNF680	1	ZNF680	
ACAP3	1	ACAP3	
ACAP2	1	ACAP2	
ACAP1	1	ACAP1	
UTS2	1	UTS2	
ZNF679	1	ZNF679	
ZNF678	1	ZNF678	
ZNF677	1	ZNF677	
UTRN	1	UTRN	
ZNF676	1	ZNF676	
ZNF675	1	ZNF675	
KIAA0408	1	KIAA0408	
KPNB1	1	KPNB1	
PVALB	1	PVALB	
ZNF672	1	ZNF672	
ZNF671	1	ZNF671	
ZNF670	1	ZNF670	
BEAN1	1	BEAN1	
TSACC	1	TSACC	
PEF1	1	PEF1	
STK39	1	STK39	
THADA	1	THADA	
FHIT	1	FHIT	
ACAT2	1	ACAT2	
ACAT1	1	ACAT1	
STK31	1	STK31	
STK33	1	STK33	
STK35	1	STK35	
STK36	1	STK36	
ZBBX	1	ZBBX	
STK38	1	STK38	
ZNF669	1	ZNF669	
ZNF668	1	ZNF668	
ZNF667	1	ZNF667	
ZNF665	1	ZNF665	
ZNF664	1	ZNF664	
ZNF662	1	ZNF662	
ZNF660	1	ZNF660	
SRD5A2	1	SRD5A2	
SRD5A1	1	SRD5A1	
SRD5A3	1	SRD5A3	
EEF2	1	EEF2	
KIAA1755	1	KIAA1755	
STK24	1	STK24	
STK25	1	STK25	
ZNF658	1	ZNF658	
ZNF655	1	ZNF655	
ZNF654	1	ZNF654	
ZNF653	1	ZNF653	
ZNF652	1	ZNF652	
POMT2	1	POMT2	
POMT1	1	POMT1	
FHL2	1	FHL2	
FHL3	1	FHL3	
SUMO4	1	SUMO4	
NRARP	1	NRARP	
FHL5	1	FHL5	
CAPZB	1	CAPZB	
SUMO1	1	SUMO1	
ZNF649	1	ZNF649	
SUMO3	1	SUMO3	
ZNF648	1	ZNF648	
IQUB	1	IQUB	
SUMO2	1	SUMO2	
ZNF646	1	ZNF646	
ZNF644	1	ZNF644	
TNFSF12-TNFSF13	1	TNFSF12-TNFSF13	
ZNF641	1	ZNF641	
OVGP1	1	OVGP1	
PEG3	1	PEG3	
GKN1	1	GKN1	
C2orf91	1	C2orf91	
GKN2	1	GKN2	
OR10A7	1	OR10A7	
DBF4	1	DBF4	
NSMCE4A	1	NSMCE4A	
ZNF639	1	ZNF639	
SNPH	1	SNPH	
ZNF638	1	ZNF638	
OR10A2	1	OR10A2	
OR10A4	1	OR10A4	
OR10A3	1	OR10A3	
OR10A5	1	OR10A5	
C2orf81	1	C2orf81	
C2orf80	1	C2orf80	
C2orf83	1	C2orf83	
CKMT2	1	CKMT2	
C2orf88	1	C2orf88	
ZNF629	1	ZNF629	
ZNF628	1	ZNF628	
ZNF627	1	ZNF627	
ZNF626	1	ZNF626	
CDC37L1	1	CDC37L1	
ZNF625	1	ZNF625	
ZNF624	1	ZNF624	
ZNF623	1	ZNF623	
ZNF622	1	ZNF622	
ZNF621	1	ZNF621	
ZNF620	1	ZNF620	
C2orf72	1	C2orf72	
TMPPE	1	TMPPE	
C2orf78	1	C2orf78	
SNRK	1	SNRK	
ZNF619	1	ZNF619	
C2orf74	1	C2orf74	
ZNF618	1	ZNF618	
C2orf73	1	C2orf73	
C2orf76	1	C2orf76	
ZNF616	1	ZNF616	
ZNF615	1	ZNF615	
ZNF614	1	ZNF614	
ZNF613	1	ZNF613	
ZNF611	1	ZNF611	
ZNF610	1	ZNF610	
LPGAT1	1	LPGAT1	
OGFOD3	1	OGFOD3	
C2orf66	1	C2orf66	
C2orf69	1	C2orf69	
C2orf68	1	C2orf68	
ZNF729	1	ZNF729	
ZNF728	1	ZNF728	
ZNF727	1	ZNF727	
OGFOD1	1	OGFOD1	
ZNF726	1	ZNF726	
OGFOD2	1	OGFOD2	
ZNF724	1	ZNF724P	
ZNF721	1	ZNF721	
ZNF720	1	ZNF720	
PELO	1	PELO	
ARMT1	1	ARMT1	
PHYKPL	1	PHYKPL	
SCAF11	1	SCAF11	
C2orf50	1	C2orf50	
FNDC9	1	FNDC9	
FNDC7	1	FNDC7	
THAP2	1	THAP2	
THAP1	1	THAP1	
FNDC8	1	FNDC8	
FNDC5	1	FNDC5	
THAP4	1	THAP4	
THAP3	1	THAP3	
THAP6	1	THAP6	
FNDC4	1	FNDC4	
SNTN	1	SNTN	
ZNF718	1	ZNF718	
THAP5	1	THAP5	
ZNF717	1	ZNF717	
FNDC1	1	FNDC1	
THAP8	1	THAP8	
ZNF716	1	ZNF716	
THAP7	1	THAP7	
THAP9	1	THAP9	
ZNF714	1	ZNF714	
ZNF713	1	ZNF713	
TAGLN2	1	TAGLN2	
TAGLN3	1	TAGLN3	
ZNF710	1	ZNF710	
OBI1	1	RNF219	
CRACD	1	KIAA1211	
CAPSL	1	CAPSL	
APH1A	1	APH1A	
SNX3	1	SNX3	
SNX4	1	SNX4	
ZNF709	1	ZNF709	
COMMD8	1	COMMD8	
SNX1	1	SNX1	
ZNF708	1	ZNF708	
SNX2	1	SNX2	
ZNF707	1	ZNF707	
COMMD9	1	COMMD9	
APH1B	1	APH1B	
ZNF706	1	ZNF706	
ZNF704	1	ZNF704	
C2orf42	1	C2orf42	
ZNF703	1	ZNF703	
PENK	1	PENK	
ZNF701	1	ZNF701	
SNX9	1	SNX9	
ZNF700	1	ZNF700	
SNX7	1	SNX7	
C2orf49	1	C2orf49	
SNX8	1	SNX8	
SNX5	1	SNX5	
SNX6	1	SNX6	
INTS1	1	INTS1	
CRADD	1	CRADD	
INTS3	1	INTS3	
INTS2	1	INTS2	
RPE65	1	RPE65	
SNW1	1	SNW1	
TASOR2	1	FAM208B	
INTS5	1	INTS5	
INTS4	1	INTS4	
PEMT	1	PEMT	
INTS7	1	INTS7	
INTS6	1	INTS6	
INTS9	1	INTS9	
INTS8	1	INTS8	
TMEM151A	1	TMEM151A	
CCDC122	1	CCDC122	
CCDC121	1	CCDC121	
TMEM151B	1	TMEM151B	
CCDC127	1	CCDC127	
CCDC126	1	CCDC126	
CCDC125	1	CCDC125	
CCDC124	1	CCDC124	
CHRDL2	1	CHRDL2	
PEPD	1	PEPD	
ACADL	1	ACADL	
ACADM	1	ACADM	
ACADS	1	ACADS	
CCDC112	1	CCDC112	
ACAD8	1	ACAD8	
CCDC110	1	CCDC110	
TMEM150B	1	TMEM150B	
TMEM150A	1	TMEM150A	
DBNL	1	DBNL	
CCDC116	1	CCDC116	
CCDC115	1	CCDC115	
CCDC114	1	CCDC114	
ACAD9	1	ACAD9	
CCDC113	1	CCDC113	
MINK1	1	MINK1	
COMMD2	1	COMMD2	
H4-16	1	HIST4H4	
COMMD3	1	COMMD3	
COMMD1	1	COMMD1	
CCDC117	1	CCDC117	
COMMD6	1	COMMD6	
TMEM150C	1	TMEM150C	
COMMD7	1	COMMD7	
COMMD4	1	COMMD4	
COMMD5	1	COMMD5	
CSDE1	1	CSDE1	
KXD1	1	KXD1	
C2orf16	1	C2orf16	
C2orf15	1	C2orf15	
STK40	1	STK40	
DBN1	1	DBN1	
CAPS2	1	CAPS2	
